seq_len,relu,sigmoid,tanh
25,0.537827485589929,0.5223195536386627,0.5413040564476279
50,0.4947604756041872,0.544667917408949,0.5554432673391368
100,0.5178908828656152,0.5542210852874833,0.5605136394415484
