seq_len,bilstm,lstm,rnn
25,0.5807834244957696,0.5457600856444867,0.4749075855359633
50,0.5936819262254832,0.548689060230082,0.4525006738967079
100,0.6283449395385303,0.5580286747674756,0.44625199328864074
