seq_len,relu,sigmoid,tanh
25,0.5818644444444445,0.5938,0.5786666666666667
50,0.5659066666666667,0.6198866666666667,0.5873244444444444
100,0.5790022222222223,0.6224066666666667,0.6022777777777777
