seq_len,adam,rmsprop,sgd
25,0.6754372675116913,0.49086482405025283,0.4351490041142754
50,0.6901608686814042,0.47584700568023486,0.4288637859906341
100,0.6951185417213611,0.4991137683936654,0.43839329747962036
