epoch,train_loss,epoch_time_sec
1,0.6947481600952149,2.9125752449035645
2,0.6923424557113648,2.6044960021972656
3,0.6868510107040405,2.460007429122925
4,0.6847875228309631,2.469918966293335
5,0.6757695969963073,2.4953818321228027
