epoch,train_loss,epoch_time_sec
1,0.6831787603378295,3.585256576538086
2,0.6183762362003327,3.1356794834136963
3,0.5677189679336548,3.120051383972168
4,0.5335556819343567,3.7975428104400635
5,0.5093488579940796,3.1201272010803223
