epoch,train_loss,epoch_time_sec
1,0.7013326651382447,3.178783655166626
2,0.6972491680526733,2.8824875354766846
3,0.6966907513427735,2.7552616596221924
4,0.6958428310394287,2.7859649658203125
5,0.6965170905303955,3.0210628509521484
