epoch,train_loss,epoch_time_sec
1,0.6739093517303467,3.110659122467041
2,0.621270623512268,3.1519994735717773
3,0.5846043061065673,3.1520814895629883
4,0.5536181197166443,3.810262680053711
5,0.5270698138189316,3.1773722171783447
