epoch,train_loss,epoch_time_sec
1,0.6973976066207885,2.230726480484009
2,0.7001406486701965,2.203516721725464
3,0.6943901588439941,2.3459248542785645
4,0.6938436160278321,2.550290107727051
5,0.6975398017120361,2.207324981689453
