epoch,train_loss,epoch_time_sec
1,0.6996631679534913,2.8983230590820312
2,0.6965766919898987,2.8689939975738525
3,0.6946828867912292,3.530534267425537
4,0.6939362308883666,2.8592870235443115
5,0.6939509818077088,2.8355212211608887
